box_id,box_length_cm,box_width_cm,box_height_cm,material_type,thickness_mm,product_weight_kg,strength_score,strength_risk
1831,23.5,42.5,25.5,standard_corrugated,4.4,3.73,50.9,Medium
1832,17.0,8.5,31.5,standard_corrugated,3.2,3.1,54.2,Medium
1833,25.0,35.0,23.5,heavy_duty_corrugated,6.2,5.71,96.8,Low
1834,43.0,27.5,9.5,recycled_kraft,3.5,3.48,33.2,High
1835,38.0,31.0,9.0,double_wall_corrugated,6.7,5.1,90.5,Low
1836,22.0,22.0,6.5,standard_corrugated,4.0,1.6,56.9,Medium
1837,43.0,20.5,22.0,double_wall_corrugated,6.0,3.64,84.8,Low
1838,61.5,42.0,8.5,recycled_kraft,3.1,1.79,32.4,High
1839,33.0,28.0,12.5,standard_corrugated,3.1,0.98,56.7,Medium
1840,29.0,22.0,16.0,corrugated,3.5,0.4,51.9,Medium
1841,28.0,14.0,6.0,standard_corrugated,4.4,1.75,53.2,Medium
1842,34.5,31.5,38.5,heavy_duty_corrugated,7.1,4.93,98.1,Low
1843,45.5,51.0,19.5,recycled_kraft,2.0,1.49,16.8,High
1844,17.5,24.5,16.0,corrugated,4.6,1.56,54.8,Medium
1845,44.0,25.5,22.0,double_wall_corrugated,5.5,2.94,87.0,Low
1846,27.5,28.0,6.0,lightweight_cardboard,1.7,0.41,15.0,High
1847,16.0,18.5,22.0,double_wall_corrugated,6.7,2.81,87.2,Low
1848,16.5,36.0,22.5,heavy_duty_corrugated,6.9,4.9,95.6,Low
1849,39.5,44.0,16.5,recycled_kraft,3.1,3.99,26.5,High
1850,9.5,14.0,24.0,double_wall_corrugated,5.5,3.77,78.9,Low
1851,27.5,16.5,10.0,standard_corrugated,3.4,1.37,53.4,Medium
1852,19.0,36.0,25.0,double_wall_corrugated,7.0,5.27,93.0,Low
1853,29.0,42.5,15.0,heavy_duty_corrugated,5.7,4.03,90.3,Low
1854,13.0,39.5,26.5,food_grade_cardboard,3.3,1.79,32.5,High
1855,29.5,22.5,11.0,lightweight_cardboard,1.8,0.43,15.0,High
1856,19.0,30.0,24.0,heavy_duty_corrugated,6.8,4.01,100.0,Low
1857,66.0,41.5,8.5,recycled_kraft,3.4,1.44,28.6,High
1858,35.5,49.0,24.0,corrugated,3.8,0.69,43.9,High
1859,26.5,14.5,6.0,lightweight_cardboard,2.2,0.46,15.0,High
1860,24.0,25.0,6.0,double_wall_corrugated,5.4,2.56,84.3,Low
1861,32.5,21.5,18.0,food_grade_cardboard,2.9,1.89,32.9,High
1862,40.5,44.5,27.5,double_wall_corrugated,6.0,3.1,89.4,Low
1863,51.5,26.0,13.5,double_wall_corrugated,5.1,5.35,75.0,Low
1864,21.0,45.5,26.0,lightweight_cardboard,2.0,0.2,15.0,High
1865,27.0,26.0,5.5,standard_corrugated,4.1,2.17,55.1,Medium
1866,33.0,15.0,18.0,double_wall_corrugated,6.6,2.11,90.4,Low
1867,12.5,19.0,31.5,standard_corrugated,4.2,3.07,54.0,Medium
1868,46.5,16.5,22.0,food_grade_cardboard,3.3,3.53,34.2,High
1869,34.5,20.5,18.5,double_wall_corrugated,6.6,3.26,84.2,Low
1870,44.5,19.0,31.0,double_wall_corrugated,5.8,3.63,92.3,Low
1871,18.0,23.0,7.5,corrugated,3.6,1.5,47.8,High
1872,36.5,38.0,16.0,corrugated,4.8,0.63,54.5,Medium
1873,10.5,33.0,28.5,double_wall_corrugated,5.3,5.16,87.5,Low
1874,39.0,18.0,15.0,food_grade_cardboard,3.6,2.12,32.9,High
1875,51.5,25.0,35.5,heavy_duty_corrugated,6.2,4.94,94.0,Low
1876,22.0,16.5,16.0,double_wall_corrugated,6.1,2.73,87.8,Low
1877,26.5,44.5,11.5,double_wall_corrugated,5.6,4.18,89.2,Low
1878,44.0,35.0,12.5,recycled_kraft,2.9,1.74,19.6,High
1879,24.0,36.0,11.5,heavy_duty_corrugated,6.4,4.78,94.0,Low
1880,44.0,46.0,11.0,standard_corrugated,3.7,0.74,49.8,High
1881,39.5,42.0,11.5,lightweight_cardboard,1.9,0.53,15.0,High
1882,34.0,38.0,16.0,double_wall_corrugated,5.4,2.23,87.1,Low
1883,40.0,23.0,8.0,recycled_kraft,2.0,2.24,21.4,High
1884,18.5,22.5,17.0,double_wall_corrugated,6.3,5.23,84.8,Low
1885,38.0,16.5,24.0,standard_corrugated,3.9,3.17,52.2,Medium
1886,29.0,42.5,31.5,heavy_duty_corrugated,6.0,6.64,87.3,Low
1887,14.5,29.5,17.0,food_grade_cardboard,3.4,0.53,40.8,High
1888,60.0,37.0,10.0,recycled_kraft,2.8,3.54,25.4,High
1889,17.0,19.0,40.0,standard_corrugated,4.1,1.87,42.8,High
1890,29.5,37.5,28.5,corrugated,4.4,1.63,48.2,High
1891,27.0,31.5,26.5,corrugated,4.6,0.34,47.7,High
1892,36.5,51.0,7.5,recycled_kraft,2.7,3.51,20.5,High
1893,43.5,24.5,24.0,heavy_duty_corrugated,6.0,4.81,87.0,Low
1894,27.0,19.0,9.0,lightweight_cardboard,2.2,0.66,15.0,High
1895,49.5,20.0,30.5,corrugated,4.0,2.0,53.0,Medium
1896,54.5,43.5,14.0,lightweight_cardboard,2.4,0.44,15.0,High
1897,29.0,32.5,35.5,double_wall_corrugated,6.7,2.89,88.2,Low
1898,43.0,18.5,11.0,food_grade_cardboard,2.9,2.95,34.9,High
1899,23.0,43.5,21.0,corrugated,4.4,0.52,49.1,High
1900,27.0,27.5,6.5,lightweight_cardboard,2.1,0.46,15.0,High
1901,49.0,48.0,35.0,standard_corrugated,3.1,3.28,41.1,High
1902,61.0,56.0,11.0,recycled_kraft,2.5,2.58,17.8,High
1903,23.0,37.5,33.5,heavy_duty_corrugated,6.0,4.18,90.4,Low
1904,13.5,15.5,27.5,food_grade_cardboard,3.4,3.39,35.4,High
1905,24.5,9.0,23.0,double_wall_corrugated,6.8,3.72,91.1,Low
1906,14.0,12.5,28.5,standard_corrugated,4.2,2.02,53.5,Medium
1907,33.5,24.5,9.0,lightweight_cardboard,2.0,0.83,15.0,High
1908,35.5,29.0,6.0,standard_corrugated,3.9,1.18,57.2,Medium
1909,35.5,19.5,25.0,double_wall_corrugated,5.4,3.9,79.3,Low
1910,24.5,11.0,16.5,standard_corrugated,3.1,0.45,54.5,Medium
1911,21.0,15.0,32.5,corrugated,4.5,0.94,48.2,High
1912,27.5,15.0,9.0,standard_corrugated,4.3,1.51,53.1,Medium
1913,65.0,33.0,15.0,recycled_kraft,2.4,0.4,19.2,High
1914,32.0,28.5,31.5,double_wall_corrugated,5.9,2.17,85.2,Low
1915,33.0,16.5,6.0,lightweight_cardboard,2.5,0.67,17.3,High
1916,14.5,14.0,10.5,standard_corrugated,4.1,3.93,51.7,Medium
1917,45.5,38.5,21.5,heavy_duty_corrugated,7.1,7.51,100.0,Low
1918,37.0,29.0,9.5,recycled_kraft,2.3,0.83,28.5,High
1919,38.0,18.0,34.5,corrugated,3.8,0.43,43.3,High
1920,39.5,40.5,30.0,heavy_duty_corrugated,7.2,4.77,95.7,Low
1921,68.0,38.0,17.5,recycled_kraft,2.5,0.38,21.7,High
1922,9.5,19.0,19.5,standard_corrugated,4.1,2.92,58.5,Medium
1923,20.0,24.0,16.5,double_wall_corrugated,5.4,3.19,80.3,Low
1924,32.5,31.5,26.5,corrugated,4.7,1.95,54.9,Medium
1925,34.5,24.0,38.0,standard_corrugated,4.1,1.82,56.7,Medium
1926,25.0,26.0,8.5,standard_corrugated,4.2,2.12,62.5,Medium
1927,18.0,35.5,23.0,standard_corrugated,4.0,1.44,52.4,Medium
1928,53.5,13.0,38.5,standard_corrugated,4.0,3.6,55.3,Medium
1929,39.5,16.0,27.0,standard_corrugated,3.6,3.71,59.9,Medium
1930,34.5,16.5,14.5,standard_corrugated,3.4,1.02,49.4,High
1931,34.5,24.5,4.5,lightweight_cardboard,2.0,0.75,15.0,High
1932,10.5,28.5,27.5,standard_corrugated,3.7,3.86,43.9,High
1933,37.5,23.5,30.0,heavy_duty_corrugated,5.8,5.75,93.4,Low
1934,30.5,14.0,24.5,double_wall_corrugated,6.3,3.36,82.1,Low
1935,27.0,27.5,6.5,lightweight_cardboard,2.1,0.46,15.0,High
1936,32.5,8.5,13.0,double_wall_corrugated,6.6,2.17,93.6,Low
1937,29.5,28.5,4.5,standard_corrugated,4.3,2.32,56.7,Medium
1938,29.5,26.0,28.5,double_wall_corrugated,7.0,2.39,94.7,Low
1939,28.0,36.0,32.0,double_wall_corrugated,6.0,4.25,87.7,Low
1940,20.5,22.5,7.0,standard_corrugated,4.4,2.12,61.0,Medium
1941,34.5,17.5,7.5,standard_corrugated,3.9,1.38,50.7,Medium
1942,55.5,46.0,17.5,recycled_kraft,2.2,0.99,20.5,High
1943,28.0,43.0,16.5,double_wall_corrugated,5.2,5.7,79.7,Low
1944,20.0,19.0,5.0,lightweight_cardboard,2.1,0.88,15.0,High
1945,29.5,22.5,32.5,standard_corrugated,3.2,1.85,52.9,Medium
1946,38.5,33.0,31.0,food_grade_cardboard,3.0,2.07,33.9,High
1947,34.0,19.5,6.0,standard_corrugated,3.6,2.16,57.0,Medium
1948,17.5,22.5,17.5,food_grade_cardboard,3.5,2.27,31.6,High
1949,49.5,26.5,26.0,standard_corrugated,4.1,2.3,59.5,Medium
1950,28.5,25.5,8.0,lightweight_cardboard,2.5,0.86,19.0,High
1951,26.0,29.0,20.0,double_wall_corrugated,5.7,2.7,89.7,Low
1952,22.5,25.5,29.5,double_wall_corrugated,5.4,4.67,91.3,Low
1953,18.0,24.0,30.5,food_grade_cardboard,3.9,1.75,31.8,High
1954,31.5,43.0,17.0,recycled_kraft,3.3,2.31,27.4,High
1955,33.0,26.5,10.5,lightweight_cardboard,2.5,0.96,15.0,High
1956,21.5,30.0,10.5,double_wall_corrugated,5.6,4.77,87.8,Low
1957,13.0,10.0,32.0,double_wall_corrugated,6.5,4.2,84.9,Low
1958,30.5,55.5,8.0,recycled_kraft,2.5,1.7,29.7,High
1959,35.5,40.5,14.0,double_wall_corrugated,6.5,2.23,96.3,Low
1960,44.0,20.5,33.0,standard_corrugated,3.6,1.67,53.6,Medium
1961,41.5,28.5,37.5,standard_corrugated,3.7,1.45,51.7,Medium
1962,40.5,30.0,8.0,standard_corrugated,3.2,0.94,47.0,High
1963,26.0,25.5,34.5,standard_corrugated,3.7,1.88,48.3,High
1964,26.5,21.5,27.5,standard_corrugated,3.6,1.71,56.8,Medium
1965,37.5,21.5,29.0,corrugated,4.6,1.13,54.6,Medium
1966,33.5,33.5,13.5,double_wall_corrugated,6.6,4.39,90.4,Low
1967,20.5,44.5,12.0,corrugated,3.9,1.26,47.4,High
1968,44.0,20.5,31.0,double_wall_corrugated,6.7,4.75,82.3,Low
1969,45.5,51.5,6.5,recycled_kraft,2.2,1.79,20.8,High
1970,31.5,51.0,10.0,recycled_kraft,3.0,1.44,36.7,High
1971,22.5,27.0,21.5,double_wall_corrugated,5.4,2.2,80.6,Low
1972,35.5,19.5,30.0,corrugated,3.7,1.59,47.7,High
1973,30.5,22.0,28.0,food_grade_cardboard,3.4,3.15,38.9,High
1974,18.5,34.0,21.0,double_wall_corrugated,6.3,5.75,83.1,Low
1975,25.0,24.0,6.5,lightweight_cardboard,2.3,0.96,15.0,High
1976,41.0,43.0,13.5,standard_corrugated,4.1,0.19,58.0,Medium
1977,60.0,37.0,10.0,recycled_kraft,2.8,3.54,26.9,High
1978,62.5,41.5,5.5,recycled_kraft,2.5,2.3,38.1,High
1979,29.0,43.0,29.5,standard_corrugated,3.7,3.22,43.7,High
1980,39.0,25.0,35.0,double_wall_corrugated,6.3,4.03,92.5,Low
1981,33.0,30.5,19.0,heavy_duty_corrugated,6.4,4.17,93.7,Low
1982,37.5,50.5,5.5,recycled_kraft,3.0,2.84,32.3,High
1983,32.5,26.0,19.0,double_wall_corrugated,5.3,2.99,86.4,Low
1984,49.5,18.5,28.0,standard_corrugated,3.6,3.39,47.6,High
1985,19.0,38.0,10.0,food_grade_cardboard,3.8,1.49,39.6,High
1986,34.5,32.0,27.5,lightweight_cardboard,1.9,0.26,15.0,High
1987,28.0,28.5,27.5,corrugated,4.2,0.58,52.2,Medium
1988,36.0,36.5,17.5,heavy_duty_corrugated,5.9,5.92,92.3,Low
1989,16.0,29.5,25.5,corrugated,4.6,0.94,55.1,Medium
1990,30.5,30.5,40.5,corrugated,3.7,0.33,50.4,Medium
1991,43.5,32.5,16.5,standard_corrugated,4.2,2.93,55.3,Medium
1992,29.0,34.0,11.0,food_grade_cardboard,3.0,2.56,34.4,High
1993,14.0,18.5,20.0,standard_corrugated,3.7,2.08,48.9,High
1994,21.0,24.0,6.5,standard_corrugated,3.3,1.84,48.0,High
1995,28.0,36.0,32.0,double_wall_corrugated,6.0,4.25,91.5,Low
1996,43.0,29.5,35.0,double_wall_corrugated,6.4,6.06,93.6,Low
1997,62.5,28.0,5.5,recycled_kraft,2.2,1.88,24.7,High
1998,37.5,31.5,28.0,standard_corrugated,3.4,2.52,49.5,High
1999,19.5,22.0,25.0,double_wall_corrugated,6.1,5.34,83.6,Low
2000,16.5,15.0,36.0,standard_corrugated,4.3,2.75,59.8,Medium
