sustainability_id,material_type,thickness_mm,area_used_sqcm,box_volume_cm3,manufacturing_energy_kwh,transport_energy_kwh,carbon_emission_kg,sustainability_score
1776,standard_corrugated,4.0,4389.5,19095.0,0.001,0.136,0.071,70
1777,corrugated,4.6,4450.5,18994.5,0.001,0.135,0.069,71
1778,recycled_kraft,3.3,2912.0,9408.0,0.0,0.101,0.05,89
1779,recycled_kraft,2.7,4183.0,15660.0,0.0,0.11,0.054,85
1780,heavy_duty_corrugated,6.0,3527.0,11730.0,0.002,0.125,0.061,72
1781,double_wall_corrugated,6.7,4897.5,20081.25,0.003,0.137,0.073,64
1782,corrugated,4.8,5158.0,22192.0,0.001,0.12,0.066,75
1783,double_wall_corrugated,6.3,4975.0,22750.0,0.003,0.116,0.057,75
1784,food_grade_cardboard,3.2,3645.5,14946.0,0.001,0.116,0.059,75
1785,double_wall_corrugated,5.6,3229.5,10887.5,0.002,0.117,0.059,76
1786,double_wall_corrugated,5.5,6351.5,21325.12,0.003,0.113,0.058,76
1787,heavy_duty_corrugated,7.2,2657.5,8093.75,0.002,0.116,0.057,78
1788,double_wall_corrugated,5.7,8177.5,49986.75,0.004,0.13,0.072,63
1789,recycled_kraft,3.4,7615.5,38001.25,0.001,0.119,0.06,80
1790,standard_corrugated,4.2,2254.0,5880.0,0.001,0.102,0.052,85
1791,double_wall_corrugated,6.4,5865.5,29568.75,0.003,0.124,0.063,72
1792,lightweight_cardboard,2.3,1097.5,1793.75,0.0,0.096,0.046,90
1793,recycled_kraft,3.3,6622.0,27495.0,0.0,0.127,0.06,80
1794,lightweight_cardboard,1.8,876.0,1282.5,0.0,0.096,0.05,89
1795,recycled_kraft,2.7,8130.0,33516.0,0.001,0.121,0.058,84
1796,recycled_kraft,2.6,3354.5,11022.75,0.0,0.105,0.054,88
1797,recycled_kraft,2.2,9090.5,47979.75,0.001,0.169,0.083,61
1798,double_wall_corrugated,5.3,5333.0,26448.0,0.002,0.123,0.063,72
1799,double_wall_corrugated,5.6,4139.5,16224.62,0.002,0.114,0.058,80
1800,double_wall_corrugated,6.4,3575.0,13431.0,0.002,0.116,0.058,78
1801,standard_corrugated,3.7,4600.0,18637.5,0.001,0.136,0.064,73
1802,recycled_kraft,2.3,6410.5,22552.5,0.0,0.113,0.055,87
1803,standard_corrugated,3.4,4090.0,17675.5,0.001,0.124,0.064,76
1804,heavy_duty_corrugated,5.7,1759.5,4746.88,0.001,0.112,0.058,80
1805,heavy_duty_corrugated,6.8,3977.5,14981.25,0.003,0.119,0.059,75
1806,standard_corrugated,3.7,1438.0,3312.0,0.0,0.091,0.045,91
1807,lightweight_cardboard,1.7,1505.0,3675.0,0.0,0.109,0.052,86
1808,corrugated,4.6,3135.0,11475.0,0.001,0.097,0.047,89
1809,heavy_duty_corrugated,7.4,4948.0,21024.0,0.004,0.125,0.06,69
1810,double_wall_corrugated,6.6,955.0,1925.0,0.001,0.109,0.059,80
1811,lightweight_cardboard,1.5,1019.5,1729.75,0.0,0.093,0.044,93
1812,standard_corrugated,3.6,6067.0,29302.0,0.001,0.143,0.069,68
1813,heavy_duty_corrugated,6.1,5189.5,23790.0,0.004,0.106,0.054,75
1814,corrugated,4.6,5427.5,26381.25,0.001,0.139,0.067,72
1815,double_wall_corrugated,5.3,2875.0,10150.0,0.001,0.109,0.057,79
1816,heavy_duty_corrugated,7.0,4865.5,23035.12,0.004,0.113,0.055,73
1817,standard_corrugated,3.6,1976.5,4770.0,0.0,0.093,0.044,91
1818,recycled_kraft,2.9,6891.5,17940.0,0.001,0.134,0.069,74
1819,standard_corrugated,3.3,1747.0,4485.0,0.0,0.091,0.045,93
1820,standard_corrugated,3.3,5633.0,28275.0,0.001,0.117,0.061,77
1821,food_grade_cardboard,3.2,4287.5,17926.5,0.001,0.113,0.057,79
1822,standard_corrugated,3.7,1987.5,4528.12,0.0,0.108,0.052,87
1823,lightweight_cardboard,2.2,2977.0,9295.0,0.0,0.111,0.057,82
1824,standard_corrugated,4.1,5141.5,18851.38,0.001,0.106,0.05,85
1825,recycled_kraft,3.1,5270.5,21157.5,0.0,0.114,0.057,84
1826,corrugated,4.5,5109.0,24013.0,0.001,0.114,0.058,81
1827,double_wall_corrugated,5.3,3114.0,11092.5,0.002,0.102,0.05,83
1828,double_wall_corrugated,6.3,6334.0,32637.0,0.003,0.129,0.068,66
1829,double_wall_corrugated,6.3,3583.0,13688.0,0.002,0.121,0.066,75
1830,standard_corrugated,3.7,1744.5,2409.75,0.0,0.094,0.051,89
1831,standard_corrugated,4.4,5363.5,25468.12,0.001,0.12,0.062,76
1832,standard_corrugated,3.2,1895.5,4551.75,0.0,0.101,0.05,91
1833,heavy_duty_corrugated,6.2,4570.0,20562.5,0.003,0.138,0.068,66
1834,recycled_kraft,3.5,3704.5,11233.75,0.0,0.126,0.061,79
1835,double_wall_corrugated,6.7,3598.0,10602.0,0.002,0.121,0.062,75
1836,standard_corrugated,4.0,1540.0,3146.0,0.0,0.095,0.047,89
1837,double_wall_corrugated,6.0,4557.0,19393.0,0.002,0.104,0.057,80
1838,recycled_kraft,3.1,6925.5,21955.5,0.001,0.115,0.057,83
1839,standard_corrugated,3.1,3373.0,11550.0,0.001,0.104,0.051,89
1840,corrugated,3.5,2908.0,10208.0,0.001,0.11,0.055,87
1841,standard_corrugated,4.4,1288.0,2352.0,0.0,0.111,0.059,85
1842,heavy_duty_corrugated,7.1,7255.5,41839.88,0.006,0.157,0.085,50
1843,recycled_kraft,2.0,8404.5,45249.75,0.0,0.16,0.082,63
1844,corrugated,4.6,2201.5,6860.0,0.001,0.102,0.05,87
1845,double_wall_corrugated,5.5,5302.0,24684.0,0.002,0.132,0.071,67
1846,lightweight_cardboard,1.7,2206.0,4620.0,0.0,0.099,0.046,91
1847,double_wall_corrugated,6.7,2110.0,6512.0,0.001,0.093,0.05,89
1848,heavy_duty_corrugated,6.9,3550.5,13365.0,0.003,0.12,0.062,71
1849,recycled_kraft,3.1,6231.5,28677.0,0.0,0.11,0.054,88
1850,double_wall_corrugated,5.5,1394.0,3192.0,0.001,0.1,0.051,88
1851,standard_corrugated,3.4,1787.5,4537.5,0.0,0.099,0.051,91
1852,double_wall_corrugated,7.0,4118.0,17100.0,0.003,0.124,0.059,76
1853,heavy_duty_corrugated,5.7,4610.0,18487.5,0.003,0.128,0.07,66
1854,food_grade_cardboard,3.3,3809.5,13607.75,0.001,0.107,0.054,78
1855,lightweight_cardboard,1.8,2471.5,7301.25,0.0,0.117,0.057,79
1856,heavy_duty_corrugated,6.8,3492.0,13680.0,0.003,0.107,0.052,79
1857,recycled_kraft,3.4,7305.5,23281.5,0.001,0.121,0.06,81
1858,corrugated,3.8,7535.0,41748.0,0.002,0.151,0.077,64
1859,lightweight_cardboard,2.2,1260.5,2305.5,0.0,0.108,0.053,87
1860,double_wall_corrugated,5.4,1788.0,3600.0,0.001,0.119,0.062,78
1861,food_grade_cardboard,2.9,3341.5,12577.5,0.0,0.103,0.051,79
1862,double_wall_corrugated,6.0,8279.5,49561.88,0.004,0.157,0.088,50
1863,double_wall_corrugated,5.1,4770.5,18076.5,0.002,0.122,0.064,72
1864,lightweight_cardboard,2.0,5369.0,24843.0,0.0,0.14,0.074,68
1865,standard_corrugated,4.1,1987.0,3861.0,0.0,0.093,0.044,93
1866,double_wall_corrugated,6.6,2718.0,8910.0,0.002,0.117,0.059,75
1867,standard_corrugated,4.2,2459.5,7481.25,0.001,0.11,0.054,84
1868,food_grade_cardboard,3.3,4306.5,16879.5,0.001,0.109,0.056,76
1869,double_wall_corrugated,6.6,3449.5,13084.12,0.002,0.112,0.061,77
1870,double_wall_corrugated,5.8,5628.0,26210.5,0.003,0.12,0.058,75
1871,corrugated,3.6,1443.0,3105.0,0.0,0.106,0.049,88
1872,corrugated,4.8,5158.0,22192.0,0.001,0.136,0.073,68
1873,double_wall_corrugated,5.3,3172.5,9875.25,0.001,0.112,0.055,83
1874,food_grade_cardboard,3.6,3114.0,10530.0,0.001,0.115,0.059,74
1875,heavy_duty_corrugated,6.2,8006.5,45706.25,0.005,0.147,0.078,55
1876,double_wall_corrugated,6.1,1958.0,5808.0,0.001,0.092,0.049,90
1877,double_wall_corrugated,5.6,3991.5,13561.38,0.002,0.104,0.051,83
1878,recycled_kraft,2.9,5055.0,19250.0,0.0,0.119,0.056,85
1879,heavy_duty_corrugated,6.4,3108.0,9936.0,0.002,0.104,0.054,80
1880,standard_corrugated,3.7,6028.0,22264.0,0.001,0.111,0.06,80
1881,lightweight_cardboard,1.9,5192.5,19078.5,0.0,0.119,0.059,78
1882,double_wall_corrugated,5.4,4888.0,20672.0,0.002,0.114,0.057,78
1883,recycled_kraft,2.0,2848.0,7360.0,0.0,0.1,0.051,89
1884,double_wall_corrugated,6.3,2226.5,7076.25,0.001,0.106,0.058,80
1885,standard_corrugated,3.9,3870.0,15048.0,0.001,0.102,0.055,85
1886,heavy_duty_corrugated,6.0,6969.5,38823.75,0.004,0.157,0.088,50
1887,food_grade_cardboard,3.4,2351.5,7271.75,0.0,0.119,0.055,75
1888,recycled_kraft,2.8,6380.0,22200.0,0.0,0.13,0.061,80
1889,standard_corrugated,4.1,3526.0,12920.0,0.001,0.1,0.051,88
1890,corrugated,4.4,6031.5,31528.12,0.002,0.142,0.076,65
1891,corrugated,4.6,4801.5,22538.25,0.001,0.134,0.066,73
1892,recycled_kraft,2.7,5035.5,13961.25,0.0,0.123,0.059,82
1893,heavy_duty_corrugated,6.0,5395.5,25578.0,0.003,0.111,0.061,73
1894,lightweight_cardboard,2.2,1854.0,4617.0,0.0,0.109,0.051,85
1895,corrugated,4.0,6219.5,30195.0,0.001,0.143,0.071,67
1896,lightweight_cardboard,2.4,7485.5,33190.5,0.0,0.136,0.069,72
1897,double_wall_corrugated,6.7,6251.5,33458.75,0.004,0.139,0.073,64
1898,food_grade_cardboard,2.9,2944.0,8750.5,0.0,0.107,0.056,79
1899,corrugated,4.4,4794.0,21010.5,0.001,0.122,0.061,76
1900,lightweight_cardboard,2.1,2193.5,4826.25,0.0,0.09,0.046,92
1901,standard_corrugated,3.1,11494.0,82320.0,0.002,0.19,0.098,46
1902,recycled_kraft,2.5,9406.0,37576.0,0.001,0.12,0.061,78
1903,heavy_duty_corrugated,6.0,5778.5,28893.75,0.004,0.126,0.068,68
1904,food_grade_cardboard,3.4,2013.5,5754.38,0.0,0.099,0.048,86
1905,double_wall_corrugated,6.8,1982.0,5071.5,0.001,0.107,0.051,82
1906,standard_corrugated,4.2,1860.5,4987.5,0.0,0.093,0.044,95
1907,lightweight_cardboard,2.0,2685.5,7386.75,0.0,0.114,0.054,82
1908,standard_corrugated,3.9,2833.0,6177.0,0.001,0.116,0.058,83
1909,double_wall_corrugated,5.4,4134.5,17306.25,0.002,0.105,0.057,80
1910,standard_corrugated,3.1,1710.5,4446.75,0.0,0.092,0.048,91
1911,corrugated,4.5,2970.0,10237.5,0.001,0.099,0.052,88
1912,standard_corrugated,4.3,1590.0,3712.5,0.0,0.115,0.057,84
1913,recycled_kraft,2.4,7230.0,32175.0,0.0,0.133,0.066,74
1914,double_wall_corrugated,5.9,5635.5,28728.0,0.003,0.128,0.065,71
1915,lightweight_cardboard,2.5,1683.0,3267.0,0.0,0.091,0.043,91
1916,standard_corrugated,4.1,1004.5,2131.5,0.0,0.107,0.05,87
1917,heavy_duty_corrugated,7.1,7115.5,37662.62,0.005,0.153,0.082,51
1918,recycled_kraft,2.3,3400.0,10193.5,0.0,0.121,0.065,79
1919,corrugated,3.8,5232.0,23598.0,0.001,0.128,0.062,75
1920,heavy_duty_corrugated,7.2,7999.5,47992.5,0.006,0.129,0.064,61
1921,recycled_kraft,2.5,8878.0,45220.0,0.0,0.128,0.067,74
1922,standard_corrugated,4.1,1472.5,3519.75,0.0,0.09,0.043,92
1923,double_wall_corrugated,5.4,2412.0,7920.0,0.001,0.1,0.054,84
1924,corrugated,4.7,5439.5,27129.38,0.001,0.113,0.06,82
1925,standard_corrugated,4.1,6102.0,31464.0,0.001,0.122,0.067,73
1926,standard_corrugated,4.2,2167.0,5525.0,0.0,0.102,0.051,90
1927,standard_corrugated,4.0,3739.0,14697.0,0.001,0.13,0.067,75
1928,standard_corrugated,4.0,6511.5,26776.75,0.001,0.131,0.066,73
1929,standard_corrugated,3.6,4261.0,17064.0,0.001,0.129,0.066,75
1930,standard_corrugated,3.4,2617.5,8254.12,0.0,0.115,0.057,84
1931,lightweight_cardboard,2.0,2221.5,3803.62,0.0,0.092,0.044,90
1932,standard_corrugated,3.7,2743.5,8229.38,0.001,0.116,0.058,81
1933,heavy_duty_corrugated,5.8,5422.5,26437.5,0.003,0.118,0.062,72
1934,double_wall_corrugated,6.3,3034.5,10461.5,0.002,0.115,0.062,77
1935,lightweight_cardboard,2.1,2193.5,4826.25,0.0,0.1,0.052,89
1936,double_wall_corrugated,6.6,1618.5,3591.25,0.001,0.119,0.062,75
1937,standard_corrugated,4.3,2203.5,3783.38,0.0,0.096,0.046,92
1938,double_wall_corrugated,7.0,4697.5,21859.5,0.003,0.114,0.061,75
1939,double_wall_corrugated,6.0,6112.0,32256.0,0.003,0.149,0.077,59
1940,standard_corrugated,4.4,1524.5,3228.75,0.0,0.089,0.047,92
1941,standard_corrugated,3.9,1987.5,4528.12,0.0,0.111,0.059,83
1942,recycled_kraft,2.2,8658.5,44677.5,0.0,0.154,0.072,70
1943,double_wall_corrugated,5.2,4751.0,19866.0,0.002,0.132,0.071,68
1944,lightweight_cardboard,2.1,1150.0,1900.0,0.0,0.116,0.054,85
1945,standard_corrugated,3.2,4707.5,21571.88,0.001,0.139,0.069,71
1946,food_grade_cardboard,3.0,6974.0,39385.5,0.001,0.121,0.062,70
1947,standard_corrugated,3.6,1968.0,3978.0,0.0,0.114,0.054,82
1948,food_grade_cardboard,3.5,2187.5,6890.62,0.0,0.112,0.058,75
1949,standard_corrugated,4.1,6575.5,34105.5,0.002,0.14,0.066,70
1950,lightweight_cardboard,2.5,2317.5,5814.0,0.0,0.094,0.045,91
1951,double_wall_corrugated,5.7,3708.0,15080.0,0.002,0.12,0.062,76
1952,double_wall_corrugated,5.4,3979.5,16925.62,0.002,0.134,0.071,69
1953,food_grade_cardboard,3.9,3426.0,13176.0,0.001,0.127,0.068,67
1954,recycled_kraft,3.3,5242.0,23026.5,0.0,0.121,0.063,78
1955,lightweight_cardboard,2.5,2998.5,9182.25,0.0,0.094,0.049,88
1956,double_wall_corrugated,5.6,2371.5,6772.5,0.001,0.102,0.051,85
1957,double_wall_corrugated,6.5,1732.0,4160.0,0.001,0.114,0.053,80
1958,recycled_kraft,2.5,4761.5,13542.0,0.0,0.12,0.057,81
1959,double_wall_corrugated,6.5,5003.5,20128.5,0.003,0.119,0.062,75
1960,standard_corrugated,3.6,6061.0,29766.0,0.001,0.112,0.059,82
1961,standard_corrugated,3.7,7615.5,44353.12,0.002,0.141,0.071,67
1962,standard_corrugated,3.2,3558.0,9720.0,0.001,0.109,0.057,83
1963,standard_corrugated,3.7,4879.5,22873.5,0.001,0.139,0.07,70
1964,standard_corrugated,3.6,3779.5,15668.12,0.001,0.121,0.057,82
1965,corrugated,4.6,5034.5,23381.25,0.001,0.116,0.056,81
1966,double_wall_corrugated,6.6,4053.5,15150.38,0.002,0.116,0.063,73
1967,corrugated,3.9,3384.5,10947.0,0.001,0.097,0.051,90
1968,double_wall_corrugated,6.7,5803.0,27962.0,0.003,0.146,0.081,58
1969,recycled_kraft,2.2,5947.5,15231.12,0.0,0.11,0.052,86
1970,recycled_kraft,3.0,4863.0,16065.0,0.0,0.115,0.062,81
1971,double_wall_corrugated,5.4,3343.5,13061.25,0.002,0.108,0.053,82
1972,corrugated,3.7,4684.5,20767.5,0.001,0.127,0.059,77
1973,food_grade_cardboard,3.4,4282.0,18788.0,0.001,0.125,0.068,68
1974,double_wall_corrugated,6.3,3463.0,13209.0,0.002,0.121,0.06,75
1975,lightweight_cardboard,2.3,1837.0,3900.0,0.0,0.097,0.05,86
1976,standard_corrugated,4.1,5794.0,23800.5,0.001,0.117,0.056,82
1977,recycled_kraft,2.8,6380.0,22200.0,0.0,0.108,0.055,84
1978,recycled_kraft,2.5,6331.5,14265.62,0.0,0.12,0.064,77
1979,standard_corrugated,3.7,6742.0,36786.5,0.001,0.118,0.058,80
1980,double_wall_corrugated,6.3,6430.0,34125.0,0.003,0.138,0.074,64
1981,heavy_duty_corrugated,6.4,4426.0,19123.5,0.003,0.132,0.065,69
1982,recycled_kraft,3.0,4755.5,10415.62,0.0,0.123,0.063,79
1983,double_wall_corrugated,5.3,3913.0,16055.0,0.002,0.114,0.057,77
1984,standard_corrugated,3.6,5639.5,25641.0,0.001,0.124,0.06,79
1985,food_grade_cardboard,3.8,2584.0,7220.0,0.0,0.094,0.046,87
1986,lightweight_cardboard,1.9,5865.5,30360.0,0.0,0.137,0.065,72
1987,corrugated,4.2,4703.5,21945.0,0.001,0.134,0.072,72
1988,heavy_duty_corrugated,5.9,5165.5,22995.0,0.003,0.114,0.058,72
1989,corrugated,4.6,3264.5,12036.0,0.001,0.109,0.053,87
1990,corrugated,3.7,6801.5,37675.12,0.001,0.152,0.076,65
1991,standard_corrugated,4.2,5335.5,23326.88,0.001,0.137,0.068,72
1992,food_grade_cardboard,3.0,3358.0,10846.0,0.001,0.102,0.054,83
1993,standard_corrugated,3.7,1818.0,5180.0,0.0,0.107,0.058,85
1994,standard_corrugated,3.3,1593.0,3276.0,0.0,0.094,0.047,90
1995,double_wall_corrugated,6.0,6112.0,32256.0,0.003,0.117,0.064,72
1996,double_wall_corrugated,6.4,7612.0,44397.5,0.004,0.162,0.085,50
1997,recycled_kraft,2.2,4495.5,9625.0,0.0,0.12,0.057,83
1998,standard_corrugated,3.4,6226.5,33075.0,0.001,0.143,0.075,68
1999,double_wall_corrugated,6.1,2933.0,10725.0,0.001,0.096,0.049,86
2000,standard_corrugated,4.3,2763.0,8910.0,0.001,0.12,0.062,78
